"prov","ym","N","rate","treated","cap_2019","cap_2023","cap_change_ratio"
35,"2019-04",1263,0.765637371338084,1,172951,176814,0.0223358060953681
35,"2019-05",1277,0.760375880971026,1,172951,176814,0.0223358060953681
35,"2019-06",1298,0.75115562403698,1,172951,176814,0.0223358060953681
35,"2019-07",1280,0.72109375,1,172951,176814,0.0223358060953681
35,"2019-08",1262,0.717908082408874,1,172951,176814,0.0223358060953681
35,"2019-09",1283,0.742790335151988,1,172951,176814,0.0223358060953681
35,"2019-10",1312,0.745426829268293,1,172951,176814,0.0223358060953681
35,"2019-11",1348,0.752967359050445,1,172951,176814,0.0223358060953681
35,"2019-12",1351,0.761658031088083,1,172951,176814,0.0223358060953681
35,"2020-01",1355,0.76309963099631,1,172951,176814,0.0223358060953681
35,"2020-02",1325,0.768301886792453,1,172951,176814,0.0223358060953681
35,"2020-03",1240,0.746774193548387,1,172951,176814,0.0223358060953681
35,"2020-04",1172,0.719283276450512,1,172951,176814,0.0223358060953681
35,"2020-05",1099,0.726114649681529,1,172951,176814,0.0223358060953681
35,"2020-06",1093,0.772186642268985,1,172951,176814,0.0223358060953681
35,"2020-07",1031,0.744907856450049,1,172951,176814,0.0223358060953681
35,"2020-08",1055,0.756398104265403,1,172951,176814,0.0223358060953681
35,"2020-09",1094,0.760511882998172,1,172951,176814,0.0223358060953681
35,"2020-10",1052,0.768060836501901,1,172951,176814,0.0223358060953681
35,"2020-11",1022,0.76614481409002,1,172951,176814,0.0223358060953681
35,"2020-12",977,0.768679631525077,1,172951,176814,0.0223358060953681
35,"2021-01",968,0.760330578512397,1,172951,176814,0.0223358060953681
35,"2021-02",949,0.77449947312961,1,172951,176814,0.0223358060953681
35,"2021-03",941,0.766206163655686,1,172951,176814,0.0223358060953681
35,"2021-04",980,0.762244897959184,1,172951,176814,0.0223358060953681
35,"2021-05",973,0.773895169578623,1,172951,176814,0.0223358060953681
35,"2021-06",969,0.761609907120743,1,172951,176814,0.0223358060953681
35,"2021-07",991,0.770938446014127,1,172951,176814,0.0223358060953681
35,"2021-08",1012,0.773715415019763,1,172951,176814,0.0223358060953681
35,"2021-09",1024,0.7880859375,1,172951,176814,0.0223358060953681
35,"2021-10",999,0.780780780780781,1,172951,176814,0.0223358060953681
35,"2021-11",1066,0.769230769230769,1,172951,176814,0.0223358060953681
35,"2021-12",1126,0.785079928952043,1,172951,176814,0.0223358060953681
35,"2022-01",1209,0.7808105872622,1,172951,176814,0.0223358060953681
35,"2022-02",1297,0.796453353893601,1,172951,176814,0.0223358060953681
35,"2022-03",1416,0.810028248587571,1,172951,176814,0.0223358060953681
35,"2022-04",1483,0.813216453135536,1,172951,176814,0.0223358060953681
35,"2022-05",1508,0.807029177718833,1,172951,176814,0.0223358060953681
35,"2022-06",1528,0.806282722513089,1,172951,176814,0.0223358060953681
35,"2022-07",1533,0.781474233529028,1,172951,176814,0.0223358060953681
35,"2022-08",1518,0.797760210803689,1,172951,176814,0.0223358060953681
35,"2022-09",1504,0.801196808510638,1,172951,176814,0.0223358060953681
35,"2022-10",1532,0.79177545691906,1,172951,176814,0.0223358060953681
35,"2022-11",1547,0.782159017453135,1,172951,176814,0.0223358060953681
35,"2022-12",1586,0.773644388398487,1,172951,176814,0.0223358060953681
35,"2023-01",1522,0.786465177398161,1,172951,176814,0.0223358060953681
35,"2023-02",1455,0.789690721649485,1,172951,176814,0.0223358060953681
35,"2023-03",1366,0.791361639824305,1,172951,176814,0.0223358060953681
35,"2023-04",1346,0.784546805349183,1,172951,176814,0.0223358060953681
35,"2023-05",1333,0.785446361590398,1,172951,176814,0.0223358060953681
35,"2023-06",1320,0.792424242424242,1,172951,176814,0.0223358060953681
35,"2023-07",1357,0.789240972733972,1,172951,176814,0.0223358060953681
35,"2023-08",1458,0.797668038408779,1,172951,176814,0.0223358060953681
35,"2023-09",1550,0.806451612903226,1,172951,176814,0.0223358060953681
35,"2023-10",1573,0.802924348378894,1,172951,176814,0.0223358060953681
35,"2023-11",1547,0.798965740142211,1,172951,176814,0.0223358060953681
35,"2023-12",1524,0.797244094488189,1,172951,176814,0.0223358060953681
35,"2024-01",1540,0.791558441558442,1,172951,176814,0.0223358060953681
35,"2024-02",1527,0.783889980353634,1,172951,176814,0.0223358060953681
35,"2024-03",1542,0.782101167315175,1,172951,176814,0.0223358060953681
35,"2024-04",1525,0.786229508196721,1,172951,176814,0.0223358060953681
35,"2024-05",1527,0.789783889980354,1,172951,176814,0.0223358060953681
35,"2024-06",1520,0.792105263157895,1,172951,176814,0.0223358060953681
35,"2024-07",1464,0.798497267759563,1,172951,176814,0.0223358060953681
35,"2024-08",1460,0.80068493150685,1,172951,176814,0.0223358060953681
35,"2024-09",1463,0.805194805194805,1,172951,176814,0.0223358060953681
35,"2024-10",1475,0.788474576271187,1,172951,176814,0.0223358060953681
35,"2024-11",1494,0.78714859437751,1,172951,176814,0.0223358060953681
35,"2024-12",1473,0.778682959945689,1,172951,176814,0.0223358060953681
35,"2025-01",2956,0.780784844384303,1,172951,176814,0.0223358060953681
35,"2025-03",1522,0.772010512483574,1,172951,176814,0.0223358060953681
35,"2025-04",1500,0.779333333333333,1,172951,176814,0.0223358060953681
35,"2025-05",1504,0.783244680851064,1,172951,176814,0.0223358060953681
35,"2025-06",1456,0.766483516483517,1,172951,176814,0.0223358060953681
35,"2025-07",1477,0.772511848341232,1,172951,176814,0.0223358060953681
46,"2019-01",441,0.718820861678005,1,22495,22736,0.010713491887086
46,"2019-02",449,0.697104677060134,1,22495,22736,0.010713491887086
46,"2019-03",441,0.698412698412698,1,22495,22736,0.010713491887086
46,"2019-04",429,0.692307692307692,1,22495,22736,0.010713491887086
46,"2019-05",412,0.689320388349514,1,22495,22736,0.010713491887086
46,"2019-06",411,0.67396593673966,1,22495,22736,0.010713491887086
46,"2019-07",425,0.672941176470588,1,22495,22736,0.010713491887086
46,"2019-08",429,0.708624708624709,1,22495,22736,0.010713491887086
46,"2019-09",431,0.705336426914153,1,22495,22736,0.010713491887086
46,"2019-10",443,0.706546275395034,1,22495,22736,0.010713491887086
46,"2019-11",456,0.728070175438596,1,22495,22736,0.010713491887086
46,"2019-12",442,0.710407239819004,1,22495,22736,0.010713491887086
46,"2020-01",446,0.7152466367713,1,22495,22736,0.010713491887086
46,"2020-02",430,0.706976744186047,1,22495,22736,0.010713491887086
46,"2020-03",420,0.721428571428571,1,22495,22736,0.010713491887086
46,"2020-04",400,0.6825,1,22495,22736,0.010713491887086
46,"2020-05",402,0.681592039800995,1,22495,22736,0.010713491887086
46,"2020-06",384,0.703125,1,22495,22736,0.010713491887086
46,"2020-07",388,0.729381443298969,1,22495,22736,0.010713491887086
46,"2020-08",394,0.728426395939086,1,22495,22736,0.010713491887086
46,"2020-09",402,0.73134328358209,1,22495,22736,0.010713491887086
46,"2020-10",432,0.710648148148148,1,22495,22736,0.010713491887086
46,"2020-11",435,0.71264367816092,1,22495,22736,0.010713491887086
46,"2020-12",427,0.702576112412178,1,22495,22736,0.010713491887086
46,"2021-01",421,0.714964370546318,1,22495,22736,0.010713491887086
46,"2021-02",452,0.730088495575221,1,22495,22736,0.010713491887086
46,"2021-03",445,0.730337078651685,1,22495,22736,0.010713491887086
46,"2021-04",453,0.768211920529801,1,22495,22736,0.010713491887086
46,"2021-05",440,0.759090909090909,1,22495,22736,0.010713491887086
46,"2021-06",446,0.762331838565022,1,22495,22736,0.010713491887086
46,"2021-07",425,0.72,1,22495,22736,0.010713491887086
46,"2021-08",426,0.748826291079812,1,22495,22736,0.010713491887086
46,"2021-09",423,0.728132387706856,1,22495,22736,0.010713491887086
46,"2021-10",412,0.740291262135922,1,22495,22736,0.010713491887086
46,"2021-11",414,0.731884057971014,1,22495,22736,0.010713491887086
46,"2021-12",413,0.76271186440678,1,22495,22736,0.010713491887086
46,"2022-01",397,0.773299748110831,1,22495,22736,0.010713491887086
46,"2022-02",405,0.755555555555556,1,22495,22736,0.010713491887086
46,"2022-03",412,0.759708737864078,1,22495,22736,0.010713491887086
46,"2022-04",402,0.76865671641791,1,22495,22736,0.010713491887086
46,"2022-05",379,0.799472295514512,1,22495,22736,0.010713491887086
46,"2022-06",372,0.782258064516129,1,22495,22736,0.010713491887086
46,"2022-07",380,0.771052631578947,1,22495,22736,0.010713491887086
46,"2022-08",376,0.763297872340426,1,22495,22736,0.010713491887086
46,"2022-09",366,0.756830601092896,1,22495,22736,0.010713491887086
46,"2022-10",366,0.775956284153005,1,22495,22736,0.010713491887086
46,"2022-11",369,0.734417344173442,1,22495,22736,0.010713491887086
46,"2022-12",382,0.769633507853403,1,22495,22736,0.010713491887086
46,"2023-01",374,0.735294117647059,1,22495,22736,0.010713491887086
46,"2023-02",363,0.741046831955923,1,22495,22736,0.010713491887086
46,"2023-03",368,0.782608695652174,1,22495,22736,0.010713491887086
46,"2023-04",347,0.729106628242075,1,22495,22736,0.010713491887086
46,"2023-05",352,0.758522727272727,1,22495,22736,0.010713491887086
46,"2023-06",335,0.740298507462687,1,22495,22736,0.010713491887086
46,"2023-07",360,0.738888888888889,1,22495,22736,0.010713491887086
46,"2023-08",374,0.75668449197861,1,22495,22736,0.010713491887086
46,"2023-09",364,0.725274725274725,1,22495,22736,0.010713491887086
46,"2023-10",360,0.736111111111111,1,22495,22736,0.010713491887086
46,"2023-11",361,0.750692520775623,1,22495,22736,0.010713491887086
46,"2023-12",376,0.728723404255319,1,22495,22736,0.010713491887086
46,"2024-01",377,0.769230769230769,1,22495,22736,0.010713491887086
46,"2024-02",371,0.746630727762803,1,22495,22736,0.010713491887086
46,"2024-03",379,0.775725593667546,1,22495,22736,0.010713491887086
46,"2024-04",413,0.774818401937046,1,22495,22736,0.010713491887086
46,"2024-05",413,0.75544794188862,1,22495,22736,0.010713491887086
46,"2024-06",437,0.745995423340961,1,22495,22736,0.010713491887086
46,"2024-07",421,0.750593824228029,1,22495,22736,0.010713491887086
46,"2024-08",418,0.753588516746411,1,22495,22736,0.010713491887086
46,"2024-09",418,0.763157894736842,1,22495,22736,0.010713491887086
46,"2024-10",425,0.776470588235294,1,22495,22736,0.010713491887086
46,"2024-11",403,0.779156327543424,1,22495,22736,0.010713491887086
46,"2024-12",386,0.77461139896373,1,22495,22736,0.010713491887086
46,"2025-01",762,0.800524934383202,1,22495,22736,0.010713491887086
46,"2025-03",402,0.766169154228856,1,22495,22736,0.010713491887086
46,"2025-04",381,0.721784776902887,1,22495,22736,0.010713491887086
46,"2025-05",368,0.692934782608696,1,22495,22736,0.010713491887086
46,"2025-06",353,0.665722379603399,1,22495,22736,0.010713491887086
46,"2025-07",337,0.685459940652819,1,22495,22736,0.010713491887086
47,"2019-01",408,0.727941176470588,1,12970,13015,0.00346954510408635
47,"2019-02",402,0.746268656716418,1,12970,13015,0.00346954510408635
47,"2019-03",426,0.765258215962441,1,12970,13015,0.00346954510408635
47,"2019-04",414,0.763285024154589,1,12970,13015,0.00346954510408635
47,"2019-05",406,0.785714285714286,1,12970,13015,0.00346954510408635
47,"2019-06",396,0.772727272727273,1,12970,13015,0.00346954510408635
47,"2019-07",401,0.755610972568579,1,12970,13015,0.00346954510408635
47,"2019-08",430,0.748837209302326,1,12970,13015,0.00346954510408635
47,"2019-09",407,0.773955773955774,1,12970,13015,0.00346954510408635
47,"2019-10",423,0.782505910165485,1,12970,13015,0.00346954510408635
47,"2019-11",425,0.783529411764706,1,12970,13015,0.00346954510408635
47,"2019-12",425,0.809411764705882,1,12970,13015,0.00346954510408635
47,"2020-01",422,0.767772511848341,1,12970,13015,0.00346954510408635
47,"2020-02",413,0.753026634382567,1,12970,13015,0.00346954510408635
47,"2020-03",386,0.717616580310881,1,12970,13015,0.00346954510408635
47,"2020-04",345,0.67536231884058,1,12970,13015,0.00346954510408635
47,"2020-05",324,0.703703703703704,1,12970,13015,0.00346954510408635
47,"2020-06",314,0.745222929936306,1,12970,13015,0.00346954510408635
47,"2020-07",303,0.732673267326733,1,12970,13015,0.00346954510408635
47,"2020-08",302,0.778145695364238,1,12970,13015,0.00346954510408635
47,"2020-09",296,0.793918918918919,1,12970,13015,0.00346954510408635
47,"2020-10",302,0.771523178807947,1,12970,13015,0.00346954510408635
47,"2020-11",313,0.776357827476038,1,12970,13015,0.00346954510408635
47,"2020-12",293,0.764505119453925,1,12970,13015,0.00346954510408635
47,"2021-01",273,0.794871794871795,1,12970,13015,0.00346954510408635
47,"2021-02",283,0.795053003533569,1,12970,13015,0.00346954510408635
47,"2021-03",281,0.772241992882562,1,12970,13015,0.00346954510408635
47,"2021-04",288,0.784722222222222,1,12970,13015,0.00346954510408635
47,"2021-05",281,0.825622775800712,1,12970,13015,0.00346954510408635
47,"2021-06",293,0.843003412969283,1,12970,13015,0.00346954510408635
47,"2021-07",304,0.81578947368421,1,12970,13015,0.00346954510408635
47,"2021-08",314,0.840764331210191,1,12970,13015,0.00346954510408635
47,"2021-09",299,0.819397993311037,1,12970,13015,0.00346954510408635
47,"2021-10",265,0.811320754716981,1,12970,13015,0.00346954510408635
47,"2021-11",259,0.806949806949807,1,12970,13015,0.00346954510408635
47,"2021-12",259,0.806949806949807,1,12970,13015,0.00346954510408635
47,"2022-01",271,0.782287822878229,1,12970,13015,0.00346954510408635
47,"2022-02",271,0.785977859778598,1,12970,13015,0.00346954510408635
47,"2022-03",303,0.785478547854786,1,12970,13015,0.00346954510408635
47,"2022-04",318,0.79559748427673,1,12970,13015,0.00346954510408635
47,"2022-05",320,0.790625,1,12970,13015,0.00346954510408635
47,"2022-06",317,0.813880126182965,1,12970,13015,0.00346954510408635
47,"2022-07",310,0.787096774193548,1,12970,13015,0.00346954510408635
47,"2022-08",326,0.791411042944785,1,12970,13015,0.00346954510408635
47,"2022-09",327,0.81651376146789,1,12970,13015,0.00346954510408635
47,"2022-10",331,0.818731117824773,1,12970,13015,0.00346954510408635
47,"2022-11",343,0.793002915451895,1,12970,13015,0.00346954510408635
47,"2022-12",333,0.777777777777778,1,12970,13015,0.00346954510408635
47,"2023-01",340,0.805882352941176,1,12970,13015,0.00346954510408635
47,"2023-02",355,0.797183098591549,1,12970,13015,0.00346954510408635
47,"2023-03",350,0.765714285714286,1,12970,13015,0.00346954510408635
47,"2023-04",340,0.773529411764706,1,12970,13015,0.00346954510408635
47,"2023-05",326,0.757668711656442,1,12970,13015,0.00346954510408635
47,"2023-06",327,0.749235474006116,1,12970,13015,0.00346954510408635
47,"2023-07",343,0.720116618075802,1,12970,13015,0.00346954510408635
47,"2023-08",337,0.729970326409495,1,12970,13015,0.00346954510408635
47,"2023-09",348,0.758620689655172,1,12970,13015,0.00346954510408635
47,"2023-10",344,0.761627906976744,1,12970,13015,0.00346954510408635
47,"2023-11",343,0.790087463556851,1,12970,13015,0.00346954510408635
47,"2023-12",350,0.791428571428571,1,12970,13015,0.00346954510408635
47,"2024-01",357,0.784313725490196,1,12970,13015,0.00346954510408635
47,"2024-02",347,0.795389048991355,1,12970,13015,0.00346954510408635
47,"2024-03",349,0.799426934097421,1,12970,13015,0.00346954510408635
47,"2024-04",344,0.793604651162791,1,12970,13015,0.00346954510408635
47,"2024-05",326,0.791411042944785,1,12970,13015,0.00346954510408635
47,"2024-06",324,0.78395061728395,1,12970,13015,0.00346954510408635
47,"2024-07",318,0.789308176100629,1,12970,13015,0.00346954510408635
47,"2024-08",310,0.787096774193548,1,12970,13015,0.00346954510408635
47,"2024-09",308,0.788961038961039,1,12970,13015,0.00346954510408635
47,"2024-10",308,0.75974025974026,1,12970,13015,0.00346954510408635
47,"2024-11",303,0.765676567656766,1,12970,13015,0.00346954510408635
47,"2024-12",292,0.815068493150685,1,12970,13015,0.00346954510408635
47,"2025-01",608,0.799342105263158,1,12970,13015,0.00346954510408635
47,"2025-03",300,0.806666666666667,1,12970,13015,0.00346954510408635
47,"2025-04",302,0.794701986754967,1,12970,13015,0.00346954510408635
47,"2025-05",311,0.765273311897106,1,12970,13015,0.00346954510408635
47,"2025-06",325,0.787692307692308,1,12970,13015,0.00346954510408635
47,"2025-07",328,0.771341463414634,1,12970,13015,0.00346954510408635
48,"2019-01",658,0.674772036474164,1,67610,68224,0.00908149681999704
48,"2019-02",636,0.683962264150944,1,67610,68224,0.00908149681999704
48,"2019-03",642,0.679127725856698,1,67610,68224,0.00908149681999704
48,"2019-04",646,0.696594427244582,1,67610,68224,0.00908149681999704
48,"2019-05",629,0.693163751987281,1,67610,68224,0.00908149681999704
48,"2019-06",634,0.701892744479495,1,67610,68224,0.00908149681999704
48,"2019-07",608,0.6875,1,67610,68224,0.00908149681999704
48,"2019-08",601,0.682196339434276,1,67610,68224,0.00908149681999704
48,"2019-09",591,0.66497461928934,1,67610,68224,0.00908149681999704
48,"2019-10",558,0.684587813620072,1,67610,68224,0.00908149681999704
48,"2019-11",571,0.672504378283713,1,67610,68224,0.00908149681999704
48,"2019-12",556,0.678057553956834,1,67610,68224,0.00908149681999704
48,"2020-01",603,0.673300165837479,1,67610,68224,0.00908149681999704
48,"2020-02",620,0.691935483870968,1,67610,68224,0.00908149681999704
48,"2020-03",585,0.700854700854701,1,67610,68224,0.00908149681999704
48,"2020-04",562,0.677935943060498,1,67610,68224,0.00908149681999704
48,"2020-05",507,0.694280078895464,1,67610,68224,0.00908149681999704
48,"2020-06",475,0.711578947368421,1,67610,68224,0.00908149681999704
48,"2020-07",445,0.71685393258427,1,67610,68224,0.00908149681999704
48,"2020-08",450,0.744444444444444,1,67610,68224,0.00908149681999704
48,"2020-09",440,0.745454545454545,1,67610,68224,0.00908149681999704
48,"2020-10",460,0.710869565217391,1,67610,68224,0.00908149681999704
48,"2020-11",476,0.716386554621849,1,67610,68224,0.00908149681999704
48,"2020-12",490,0.693877551020408,1,67610,68224,0.00908149681999704
48,"2021-01",494,0.680161943319838,1,67610,68224,0.00908149681999704
48,"2021-02",484,0.673553719008264,1,67610,68224,0.00908149681999704
48,"2021-03",470,0.668085106382979,1,67610,68224,0.00908149681999704
48,"2021-04",473,0.6553911205074,1,67610,68224,0.00908149681999704
48,"2021-05",461,0.639913232104121,1,67610,68224,0.00908149681999704
48,"2021-06",449,0.665924276169265,1,67610,68224,0.00908149681999704
48,"2021-07",440,0.643181818181818,1,67610,68224,0.00908149681999704
48,"2021-08",434,0.672811059907834,1,67610,68224,0.00908149681999704
48,"2021-09",424,0.69811320754717,1,67610,68224,0.00908149681999704
48,"2021-10",420,0.7,1,67610,68224,0.00908149681999704
48,"2021-11",448,0.714285714285714,1,67610,68224,0.00908149681999704
48,"2021-12",416,0.709134615384616,1,67610,68224,0.00908149681999704
48,"2022-01",430,0.697674418604651,1,67610,68224,0.00908149681999704
48,"2022-02",412,0.691747572815534,1,67610,68224,0.00908149681999704
48,"2022-03",395,0.678481012658228,1,67610,68224,0.00908149681999704
48,"2022-04",400,0.715,1,67610,68224,0.00908149681999704
48,"2022-05",379,0.725593667546174,1,67610,68224,0.00908149681999704
48,"2022-06",386,0.72279792746114,1,67610,68224,0.00908149681999704
48,"2022-07",391,0.687979539641944,1,67610,68224,0.00908149681999704
48,"2022-08",422,0.677725118483412,1,67610,68224,0.00908149681999704
48,"2022-09",432,0.703703703703704,1,67610,68224,0.00908149681999704
48,"2022-10",408,0.723039215686274,1,67610,68224,0.00908149681999704
48,"2022-11",412,0.733009708737864,1,67610,68224,0.00908149681999704
48,"2022-12",405,0.725925925925926,1,67610,68224,0.00908149681999704
48,"2023-01",402,0.721393034825871,1,67610,68224,0.00908149681999704
48,"2023-02",398,0.728643216080402,1,67610,68224,0.00908149681999704
48,"2023-03",406,0.766009852216749,1,67610,68224,0.00908149681999704
48,"2023-04",420,0.735714285714286,1,67610,68224,0.00908149681999704
48,"2023-05",420,0.74047619047619,1,67610,68224,0.00908149681999704
48,"2023-06",425,0.727058823529412,1,67610,68224,0.00908149681999704
48,"2023-07",466,0.753218884120172,1,67610,68224,0.00908149681999704
48,"2023-08",472,0.747881355932203,1,67610,68224,0.00908149681999704
48,"2023-09",470,0.708510638297872,1,67610,68224,0.00908149681999704
48,"2023-10",439,0.722095671981777,1,67610,68224,0.00908149681999704
48,"2023-11",437,0.700228832951945,1,67610,68224,0.00908149681999704
48,"2023-12",409,0.682151589242054,1,67610,68224,0.00908149681999704
48,"2024-01",407,0.712530712530712,1,67610,68224,0.00908149681999704
48,"2024-02",400,0.75,1,67610,68224,0.00908149681999704
48,"2024-03",411,0.72992700729927,1,67610,68224,0.00908149681999704
48,"2024-04",405,0.71604938271605,1,67610,68224,0.00908149681999704
48,"2024-05",426,0.713615023474178,1,67610,68224,0.00908149681999704
48,"2024-06",439,0.724373576309795,1,67610,68224,0.00908149681999704
48,"2024-07",450,0.706666666666667,1,67610,68224,0.00908149681999704
48,"2024-08",458,0.683406113537118,1,67610,68224,0.00908149681999704
48,"2024-09",457,0.689277899343545,1,67610,68224,0.00908149681999704
48,"2024-10",479,0.69937369519833,1,67610,68224,0.00908149681999704
48,"2024-11",471,0.700636942675159,1,67610,68224,0.00908149681999704
48,"2024-12",456,0.699561403508772,1,67610,68224,0.00908149681999704
48,"2025-01",928,0.706896551724138,1,67610,68224,0.00908149681999704
48,"2025-03",429,0.706293706293706,1,67610,68224,0.00908149681999704
48,"2025-04",407,0.702702702702703,1,67610,68224,0.00908149681999704
48,"2025-05",399,0.716791979949875,1,67610,68224,0.00908149681999704
48,"2025-06",381,0.713910761154856,1,67610,68224,0.00908149681999704
48,"2025-07",370,0.689189189189189,1,67610,68224,0.00908149681999704
59,"2019-01",534,0.762172284644195,1,67780,68198,0.00616701091767483
59,"2019-02",540,0.733333333333333,1,67780,68198,0.00616701091767483
59,"2019-03",544,0.740808823529412,1,67780,68198,0.00616701091767483
59,"2019-04",572,0.751748251748252,1,67780,68198,0.00616701091767483
59,"2019-05",575,0.751304347826087,1,67780,68198,0.00616701091767483
59,"2019-06",580,0.743103448275862,1,67780,68198,0.00616701091767483
59,"2019-07",546,0.732600732600733,1,67780,68198,0.00616701091767483
59,"2019-08",528,0.723484848484849,1,67780,68198,0.00616701091767483
59,"2019-09",515,0.722330097087378,1,67780,68198,0.00616701091767483
59,"2019-10",513,0.721247563352826,1,67780,68198,0.00616701091767483
59,"2019-11",523,0.730401529636711,1,67780,68198,0.00616701091767483
59,"2019-12",518,0.735521235521235,1,67780,68198,0.00616701091767483
59,"2020-01",545,0.722935779816514,1,67780,68198,0.00616701091767483
59,"2020-02",552,0.742753623188406,1,67780,68198,0.00616701091767483
59,"2020-03",500,0.73,1,67780,68198,0.00616701091767483
59,"2020-04",461,0.665943600867679,1,67780,68198,0.00616701091767483
59,"2020-05",432,0.706018518518518,1,67780,68198,0.00616701091767483
59,"2020-06",403,0.741935483870968,1,67780,68198,0.00616701091767483
59,"2020-07",374,0.727272727272727,1,67780,68198,0.00616701091767483
59,"2020-08",371,0.762803234501348,1,67780,68198,0.00616701091767483
59,"2020-09",369,0.785907859078591,1,67780,68198,0.00616701091767483
59,"2020-10",374,0.770053475935829,1,67780,68198,0.00616701091767483
59,"2020-11",361,0.764542936288089,1,67780,68198,0.00616701091767483
59,"2020-12",347,0.752161383285303,1,67780,68198,0.00616701091767483
59,"2021-01",344,0.767441860465116,1,67780,68198,0.00616701091767483
59,"2021-02",362,0.781767955801105,1,67780,68198,0.00616701091767483
59,"2021-03",366,0.811475409836066,1,67780,68198,0.00616701091767483
59,"2021-04",360,0.791666666666667,1,67780,68198,0.00616701091767483
59,"2021-05",363,0.743801652892562,1,67780,68198,0.00616701091767483
59,"2021-06",378,0.767195767195767,1,67780,68198,0.00616701091767483
59,"2021-07",375,0.768,1,67780,68198,0.00616701091767483
59,"2021-08",370,0.75945945945946,1,67780,68198,0.00616701091767483
59,"2021-09",383,0.746736292428198,1,67780,68198,0.00616701091767483
59,"2021-10",389,0.750642673521851,1,67780,68198,0.00616701091767483
59,"2021-11",425,0.743529411764706,1,67780,68198,0.00616701091767483
59,"2021-12",448,0.758928571428572,1,67780,68198,0.00616701091767483
59,"2022-01",468,0.741452991452991,1,67780,68198,0.00616701091767483
59,"2022-02",524,0.759541984732824,1,67780,68198,0.00616701091767483
59,"2022-03",538,0.758364312267658,1,67780,68198,0.00616701091767483
59,"2022-04",568,0.75,1,67780,68198,0.00616701091767483
59,"2022-05",567,0.776014109347443,1,67780,68198,0.00616701091767483
59,"2022-06",562,0.790035587188612,1,67780,68198,0.00616701091767483
59,"2022-07",558,0.754480286738351,1,67780,68198,0.00616701091767483
59,"2022-08",546,0.804029304029304,1,67780,68198,0.00616701091767483
59,"2022-09",538,0.827137546468401,1,67780,68198,0.00616701091767483
59,"2022-10",527,0.785578747628083,1,67780,68198,0.00616701091767483
59,"2022-11",513,0.783625730994152,1,67780,68198,0.00616701091767483
59,"2022-12",501,0.772455089820359,1,67780,68198,0.00616701091767483
59,"2023-01",504,0.759920634920635,1,67780,68198,0.00616701091767483
59,"2023-02",489,0.779141104294478,1,67780,68198,0.00616701091767483
59,"2023-03",482,0.773858921161826,1,67780,68198,0.00616701091767483
59,"2023-04",470,0.776595744680851,1,67780,68198,0.00616701091767483
59,"2023-05",460,0.78695652173913,1,67780,68198,0.00616701091767483
59,"2023-06",456,0.793859649122807,1,67780,68198,0.00616701091767483
59,"2023-07",453,0.746136865342164,1,67780,68198,0.00616701091767483
59,"2023-08",466,0.772532188841202,1,67780,68198,0.00616701091767483
59,"2023-09",485,0.760824742268041,1,67780,68198,0.00616701091767483
59,"2023-10",481,0.752598752598753,1,67780,68198,0.00616701091767483
59,"2023-11",472,0.771186440677966,1,67780,68198,0.00616701091767483
59,"2023-12",480,0.75625,1,67780,68198,0.00616701091767483
59,"2024-01",475,0.753684210526316,1,67780,68198,0.00616701091767483
59,"2024-02",460,0.754347826086957,1,67780,68198,0.00616701091767483
59,"2024-03",465,0.741935483870968,1,67780,68198,0.00616701091767483
59,"2024-04",485,0.754639175257732,1,67780,68198,0.00616701091767483
59,"2024-05",511,0.76320939334638,1,67780,68198,0.00616701091767483
59,"2024-06",514,0.750972762645914,1,67780,68198,0.00616701091767483
59,"2024-07",518,0.737451737451738,1,67780,68198,0.00616701091767483
59,"2024-08",539,0.743970315398887,1,67780,68198,0.00616701091767483
59,"2024-09",541,0.743068391866913,1,67780,68198,0.00616701091767483
59,"2024-10",556,0.733812949640288,1,67780,68198,0.00616701091767483
59,"2024-11",547,0.740402193784278,1,67780,68198,0.00616701091767483
59,"2024-12",532,0.755639097744361,1,67780,68198,0.00616701091767483
59,"2025-01",1046,0.776290630975143,1,67780,68198,0.00616701091767483
59,"2025-03",543,0.78084714548803,1,67780,68198,0.00616701091767483
59,"2025-04",550,0.785454545454546,1,67780,68198,0.00616701091767483
59,"2025-05",547,0.778793418647166,1,67780,68198,0.00616701091767483
59,"2025-06",555,0.78018018018018,1,67780,68198,0.00616701091767483
59,"2025-07",526,0.739543726235742,1,67780,68198,0.00616701091767483
