term,estimate,std.error,statistic,p.value,conf.low,conf.high
rel_time,0.0010897521179851586,2.1003884733958246e-4,5.188336023494219,5.729217600390027e-4,6.146112350100435e-4,0.0015648930009602737
rel_time:early,8.908134146795823e-5,4.0972819087958855e-4,0.21741570009308336,0.8327333925154671,-8.377882203306531e-4,0.0010159509032665697
